年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位,演唱者/演奏者/導演/錄音團隊
105,27,演唱類個人獎,最佳台語男歌手獎,懷念你媽媽,陳　雷,乾坤影視傳播有限公司,陳　雷
105,27,演唱類個人獎,最佳台語男歌手獎,許富凱-少年夢,許富凱,華特國際音樂股份有限公司,許富凱
105,27,演唱類個人獎,最佳台語男歌手獎,為你活下去,荒山亮,動脈音樂文化傳播有限公司,荒山亮
105,27,演唱類個人獎,最佳台語男歌手獎,無路用的咖小,流氓阿德,紫米音樂工作室,流氓阿德
105,27,演唱類個人獎,最佳台語女歌手獎,秀蘭瑪雅-天頂星,秀蘭瑪雅,華特國際音樂股份有限公司,秀蘭瑪雅
105,27,演唱類個人獎,最佳台語女歌手獎,黃妃-無字天書,黃妃,華特國際音樂股份有限公司,黃妃
105,27,演唱類個人獎,最佳台語女歌手獎,曹雅雯-一生平安,曹雅雯,華特國際音樂股份有限公司,曹雅雯
105,27,演唱類個人獎,最佳台語女歌手獎,緩緩愛,江惠儀,動脈音樂文化傳播有限公司,江惠儀
105,27,演唱類個人獎,最佳客語歌手獎,大嶺腳下,秋林,同路事業有限公司,秋林
105,27,演唱類個人獎,最佳客語歌手獎,驚喜時刻,羅文裕,上行娛樂股份有限公司,羅文裕
105,27,演唱類個人獎,最佳客語歌手獎,靚靚,iColor愛客樂,伊仕寶事業有限公司,iColor愛客樂
105,27,演唱類個人獎,最佳客語歌手獎,異鄉人,黃子軒與山平快,有料音樂有限公司,黃子軒
105,27,演唱類個人獎,最佳原住民語歌手獎,洄游,吳昊恩,風潮音樂國際股份有限公司,吳昊恩
105,27,演唱類個人獎,最佳原住民語歌手獎,古老的透明,巴賴(高仲杰),木梯創意工作室有限公司,巴賴(高仲杰)
105,27,演唱類個人獎,最佳原住民語歌手獎,從未離開,少妮瑤.久分勒分,少妮瑤傳統藝術工作室,少妮瑤.久分勒分
105,27,演唱類個人獎,最佳樂團獎,沒名字的人類,麋先生（吳聖皓、林?安、張以諾、盧逸凡、余柏羲）,喜國娛樂事業有限公司&相知國際股份有限公司,麋先生
105,27,演唱類個人獎,最佳樂團獎,III,io樂團（Hans陳思翰、Angus陳逸年、Cody潘國笙）,艾歐音樂有限公司,io樂團
105,27,演唱類個人獎,最佳樂團獎,一萬小時(10000 hours),宇宙人（林忠諭(小玉)、陳奎言(阿奎)、方奎棠(方Q)）,相信音樂國際股份有限公司,宇宙人
105,27,演唱類個人獎,最佳樂團獎,賀爾蒙先生,脫拉庫（國璽、老佑、阿吉、小凡、江爆）,華納國際音樂股份有限公司,脫拉庫
105,27,演唱類個人獎,最佳樂團獎,阿爸我要當歌星,旺福（姚浚民、謝謹如、古欣玉、杜秉鴻）,彎的音樂有限公司,旺福
105,27,演唱類個人獎,最佳樂團獎,冬 未了,蘇打綠（吳青峰、 謝馨儀、 劉家凱、何景揚、龔鈺祺、史俊威）,環球國際唱片股份有限公司,蘇打綠
105,27,演唱類個人獎,最佳演唱組合獎,好好過生活,cozy diary_輕日記（小路、楊子霆）,夢幻仙境工作室,cozy diary_輕日記
105,27,演唱類個人獎,最佳演唱組合獎,那些非洲人教我的事,嬉班子（江鳥(江季鴻)、李冠澐、許文馨、鄭宇孝、林怡帆、楊青樺、唐郁茹、劉美玲、李兆蘋、李函霓、高于敬）,三十而立有限公司,嬉班子
105,27,演唱類個人獎,最佳演唱組合獎,玖肆伍參,玖壹壹（陳皓宇、廖建至、洪瑜鴻）,滾石國際音樂股份有限公司,陳皓宇、廖建至、洪瑜鴻
105,27,演唱類個人獎,最佳演唱組合獎,張三李四,張三李四（張錫安、李百罡、黃昺翔、馬卲權）,安樂茂思國際事業有限公司,張三李四
105,27,演唱類個人獎,最佳新人獎,熟悉的荒涼,Hello Nico,黑市音樂有限公司,Hello Nico
105,27,演唱類個人獎,最佳新人獎,謝震廷/ 查理 PROGRESS REPORTS,謝震廷,十全媒體娛樂行銷股份有限公司,謝震廷
105,27,演唱類個人獎,最佳新人獎,你不真的想流浪,柯智棠,台灣索尼音樂娛樂股份有限公司,柯智棠
105,27,演唱類個人獎,最佳新人獎,here,岑寧兒,如此有限公司,岑寧兒
105,27,演唱類個人獎,最佳新人獎,張三李四,張三李四,安樂茂思國際事業有限公司,張三李四
105,27,演唱類個人獎,最佳新人獎,冥明,蘇運瑩,台灣索尼音樂娛樂股份有限公司,蘇運瑩
105,27,演唱類個人獎,最佳新人獎,∞ 無限,熊仔,人人有功練音樂工作室,熊仔
105,27,演奏類出版獎,最佳專輯獎,Simple Life,安玓音服文化有限公司,安玓音服文化有限公司,楊曉恩、Lou Rainone、林煒盛、落合誠治
105,27,演奏類出版獎,最佳專輯獎,GRAND BAZAAR,安玓音服文化有限公司,安玓音服文化有限公司,BAZAAR
105,27,演奏類出版獎,最佳專輯獎,聽見 黃裕翔,華研國際音樂股份有限公司,華研國際音樂股份有限公司,黃裕翔
105,27,演奏類出版獎,最佳專輯獎,SEMIFUSA同名專輯,SEMIFUSA室內樂團,SEMIFUSA室內樂團,駱思云、盧思蒨、葉棣綺、張家瑜、洪薇婷、陳羿君
105,27,演奏類出版獎,最佳專輯獎,灣生回家,果核有限公司,果核有限公司,鍾興民
105,27,演奏類個人獎,最佳專輯製作人獎,Simple Life,楊曉恩,安玓音服文化有限公司,楊曉恩、Lou Rainone、林煒盛、落合誠治
105,27,演奏類個人獎,最佳專輯製作人獎,6,呂聖斐、董舜文,威幅音樂有限公司,無限融合樂團
105,27,演奏類個人獎,最佳專輯製作人獎,刺客聶隱娘電影原聲專輯,林強,相信音樂國際股份有限公司,無
105,27,演奏類個人獎,最佳專輯製作人獎,SEMIFUSA同名專輯,余佳倫、應奇軒,SEMIFUSA室內樂團,駱思云、盧思蒨、葉棣綺、張家瑜、洪薇婷、陳羿君
105,27,演奏類個人獎,最佳專輯製作人獎,灣生回家,鍾興民,果核有限公司,鍾興民
105,27,演奏類個人獎,最佳作曲人獎,Simple Life《Simple Life》,楊曉恩,安玓音服文化有限公司,楊曉恩、Lou Rainone、林煒盛、落合誠治
105,27,演奏類個人獎,最佳作曲人獎,高鐵小旅行《聽見 黃裕翔》,黃裕翔,華研國際音樂股份有限公司,黃裕翔
105,27,演奏類個人獎,最佳作曲人獎,聽見風《聽見 黃裕翔》,黃裕翔,華研國際音樂股份有限公司,黃裕翔
105,27,演奏類個人獎,最佳作曲人獎,瑚姬舞《刺客聶隱娘電影原聲專輯》,張宜蓁,相信音樂國際股份有限公司,笛子 邱奕興、笙 楊智博、揚琴 李孟學、打擊 鄭雅心、打擊 馬儁人、中亞弦樂 張宜蓁、烏德琴 阿樂蹦・貴妃
105,27,演奏類個人獎,最佳作曲人獎,海上情書 Love Letter Over the Sea《李欣芸與陳瑞斌的海上情書》,李欣芸  CinCin Lee,李欣芸音樂製作有限公司,李家豪Chia-Hao Lee、曾智弘 Chih-Hong Tseng、黃日昇 Jerry Huang、保卜Baobu Badulu
105,27,技術類個人獎,最佳專輯包裝獎,張三李四,安樂茂思國際事業有限公司,安樂茂思國際事業有限公司,吳建龍
105,27,技術類個人獎,最佳專輯包裝獎,一切不滅定律,十一音像有限公司,十一音像有限公司,林緯銘 Weiming Lin
105,27,技術類個人獎,最佳專輯包裝獎,賀爾蒙先生,華納國際音樂股份有限公司,華納國際音樂股份有限公司,黃家賢
105,27,技術類個人獎,最佳專輯包裝獎,東南美,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,方序中
105,27,技術類個人獎,最佳專輯包裝獎,GIGO,禾廣娛樂股份有限公司,禾廣娛樂股份有限公司,趙奕翔
105,27,技術類個人獎,最佳專輯包裝獎,邱月雲小姐收,蘆葦花開音樂藝術文化工作室,蘆葦花開音樂藝術文化工作室,聶永真
105,27,技術類出版獎,最佳演唱錄音專輯獎,新的心跳,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,主要錄音人員：Peter Roberts、Lupo Groinig、Strawberry／主要混音人員：Richard Furch、George Dum／主要母帶後製人員：Reuben Cohen
105,27,技術類出版獎,最佳演唱錄音專輯獎,光凍,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,主要錄音人員：李游、竇如意、張博、顏仲坤／主要混音人員：Howie、Joe Hirst／主要母帶後製人員：Ray Stuff
105,27,技術類出版獎,最佳演唱錄音專輯獎,AMIT2,百代唱片股份有限公司,百代唱片股份有限公司,主要錄音人員：陳文駿、陳振發／主要混音人員：樊乃綱／主要母帶後製人員：Joe LaPorta
105,27,技術類出版獎,最佳演唱錄音專輯獎,失語者,亞神音樂娛樂股份有限公司,亞神音樂娛樂股份有限公司,主要錄音人員：Kyle Hoffmann／主要混音人員：安棟、Richard Furch／主要母帶後製人員：John Davis
105,27,技術類出版獎,最佳演唱錄音專輯獎,愛上自己,台灣太陽娛樂有限公司,台灣太陽娛樂有限公司,主要錄音人員：周志豪、葉育軒／主要混音人員：王俊傑、林正忠／主要母帶後製人員：Chris Gehringer
105,27,技術類出版獎,最佳演奏錄音專輯獎,奇人密碼:古羅布之謎｜電影原聲帶,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,主要錄音人員：楊敏奇、李兆陽、吳榮恩、林孝親、朱敬然、陳以霖、柯宗佑、江松松、楊邦昊／主要混音人員：楊敏奇、Craig Burbidge、王俊傑(小K)、Simon Li／主要母帶後製人員：孫仲舒
105,27,技術類出版獎,最佳演奏錄音專輯獎,長橋,方舟音樂文化有限公司,方舟音樂文化有限公司,主要錄音人員：鄭李守信／主要混音人員：陳振發／主要母帶後製人員：王家棟
105,27,技術類出版獎,最佳演奏錄音專輯獎,Simple Life,安玓音服文化有限公司,安玓音服文化有限公司,主要錄音人員：Kyle Cassel／主要混音人員：Dave Darlington／主要母帶後製人員：Dave Darlington
105,27,技術類出版獎,最佳演奏錄音專輯獎,自己的房間,亞神音樂娛樂股份有限公司,亞神音樂娛樂股份有限公司,主要錄音人員：Todd Carder、Pat Noonan (The Bunker Studio)／主要混音人員：Brian Montgomery、魏毓鮮／主要母帶後製人員：Systems Two Recording Studio
105,27,技術類出版獎,最佳演奏錄音專輯獎,SEMIFUSA同名專輯,SEMIFUSA室內樂團,SEMIFUSA室內樂團,主要錄音人員：余佳倫／主要混音人員：余佳倫／主要母帶後製人員：Jeff Lipton、Maria Rice
105,27,評審團獎,評審團獎,,從缺,,
105,27,特別貢獻獎,特別貢獻獎,,黃鶯鶯,,
